Entity,Code,Day,total_vaccinations_per_hundred,"GDP per capita, PPP (constant 2011 international $)",Year,Year,Continent
France,FRA,2021-07-08,88.85,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-09,89.95,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-10,90.68,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-11,90.93,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-12,91.89,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-13,93.1,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-14,93.61,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-15,94.87,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-16,96.17,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-17,97.03,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-18,97.37,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-19,98.42,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-20,99.65,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-21,100.85,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-22,102.08,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-23,103.36,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-24,104.19,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-25,104.49,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-26,105.48,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-27,106.65,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-28,107.76,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-29,108.9,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-30,110.04,38605.6708967878,2017,2015,Europe
France,FRA,2021-07-31,110.74,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-01,110.98,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-02,111.83,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-03,112.79,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-04,113.68,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-05,114.56,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-06,115.5,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-07,116.08,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-08,116.29,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-09,117.06,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-10,117.93,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-11,118.73,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-12,119.55,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-13,120.34,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-14,120.84,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-15,120.98,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-16,121.73,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-17,122.55,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-18,123.33,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-19,124.1,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-20,124.92,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-21,125.43,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-22,125.61,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-23,126.35,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-24,127.15,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-25,127.9,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-26,128.62,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-27,129.42,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-28,129.93,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-29,130.09,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-30,130.76,38605.6708967878,2017,2015,Europe
France,FRA,2021-08-31,131.46,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-01,132.12,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-02,132.69,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-03,133.34,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-04,133.82,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-05,133.92,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-06,134.35,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-07,134.79,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-08,135.27,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-09,135.67,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-10,136.17,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-11,136.54,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-12,136.61,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-13,136.95,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-14,137.34,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-15,137.78,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-16,138.13,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-17,138.56,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-18,138.86,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-19,138.91,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-20,139.19,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-21,139.5,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-22,139.86,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-23,140.15,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-24,140.51,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-25,140.76,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-26,140.8,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-27,141.03,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-28,141.28,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-29,141.57,38605.6708967878,2017,2015,Europe
France,FRA,2021-09-30,141.82,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-01,142.14,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-02,142.35,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-03,142.38,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-04,142.59,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-05,142.83,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-06,143.11,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-07,143.34,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-08,143.66,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-09,143.85,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-10,143.87,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-11,144.08,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-12,144.31,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-13,144.58,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-14,144.8,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-15,145.12,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-16,145.28,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-17,145.3,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-18,145.51,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-19,145.73,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-20,146,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-21,146.23,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-22,146.53,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-23,146.7,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-24,146.72,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-25,146.93,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-26,147.15,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-27,147.43,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-28,147.64,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-29,147.94,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-30,148.09,38605.6708967878,2017,2015,Europe
France,FRA,2021-10-31,148.11,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-01,148.13,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-02,148.37,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-03,148.66,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-04,148.91,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-05,149.25,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-06,149.43,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-07,149.44,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-08,149.72,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-09,150.06,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-10,150.46,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-11,150.5,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-12,150.89,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-13,151.09,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-14,151.11,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-15,151.44,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-16,151.84,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-17,152.25,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-18,152.64,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-19,153.14,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-20,153.38,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-21,153.41,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-22,153.76,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-23,154.21,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-24,154.67,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-25,155.16,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-26,155.88,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-27,156.31,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-28,156.41,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-29,157.03,38605.6708967878,2017,2015,Europe
France,FRA,2021-11-30,157.85,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-01,158.7,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-02,159.63,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-03,160.69,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-04,161.3,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-05,161.48,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-06,162.35,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-07,163.48,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-08,164.53,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-09,165.69,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-10,166.99,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-11,167.78,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-12,168.04,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-13,169.08,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-14,170.43,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-15,171.68,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-16,173.02,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-17,174.46,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-18,175.32,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-19,175.63,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-20,176.69,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-21,177.93,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-22,178.99,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-23,179.81,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-24,180.03,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-25,180.05,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-26,180.15,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-27,180.98,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-28,182.02,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-29,182.94,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-30,183.73,38605.6708967878,2017,2015,Europe
France,FRA,2021-12-31,183.95,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-01,183.97,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-02,184.08,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-03,184.99,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-04,186.17,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-05,187.23,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-06,188.4,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-07,189.71,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-08,190.5,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-09,190.75,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-10,191.62,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-11,192.64,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-12,193.51,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-13,194.42,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-14,195.47,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-15,196.11,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-16,196.28,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-17,196.88,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-18,197.55,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-19,198.1,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-20,198.66,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-21,199.34,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-22,199.76,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-23,199.86,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-24,200.27,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-25,200.74,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-26,201.15,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-27,201.54,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-28,202.11,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-29,202.47,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-30,202.55,38605.6708967878,2017,2015,Europe
France,FRA,2022-01-31,202.85,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-01,203.19,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-02,203.54,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-03,203.86,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-04,204.33,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-05,204.63,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-06,204.69,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-07,205,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-08,205.33,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-09,205.66,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-10,205.95,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-11,206.37,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-12,206.63,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-13,206.69,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-14,206.97,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-15,207.24,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-16,207.5,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-17,207.67,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-18,207.91,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-19,208.05,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-20,208.07,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-21,208.19,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-22,208.32,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-23,208.45,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-24,208.56,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-25,208.71,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-26,208.81,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-27,208.82,38605.6708967878,2017,2015,Europe
France,FRA,2022-02-28,208.91,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-01,208.99,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-02,209.09,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-03,209.15,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-04,209.23,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-05,209.28,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-06,209.29,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-07,209.33,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-08,209.37,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-09,209.41,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-10,209.45,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-11,209.5,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-12,209.53,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-13,209.54,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-14,209.58,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-15,209.62,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-16,209.68,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-17,209.72,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-18,209.79,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-19,209.83,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-20,209.83,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-21,209.88,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-22,209.94,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-23,210,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-24,210.05,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-25,210.13,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-26,210.17,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-27,210.18,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-28,210.23,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-29,210.29,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-30,210.36,38605.6708967878,2017,2015,Europe
France,FRA,2022-03-31,210.42,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-01,210.51,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-02,210.54,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-03,210.54,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-04,210.59,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-05,210.67,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-06,210.73,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-07,210.81,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-08,210.91,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-09,210.94,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-10,210.95,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-11,211,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-12,211.09,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-13,211.16,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-14,211.23,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-15,211.31,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-16,211.33,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-17,211.34,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-18,211.34,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-19,211.4,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-20,211.46,38605.6708967878,2017,2015,Europe
France,FRA,2022-04-21,211.53,38605.6708967878,2017,2015,Europe
French Guiana,GUF,2020-01-21,,,,2015,South America
French Polynesia,PYF,2021-02-02,0.75,,,2015,Oceania
French Polynesia,PYF,2021-02-10,1.28,,,2015,Oceania
French Polynesia,PYF,2021-02-16,2.02,,,2015,Oceania
French Polynesia,PYF,2021-02-17,2.18,,,2015,Oceania
French Polynesia,PYF,2021-02-23,2.85,,,2015,Oceania
French Polynesia,PYF,2021-03-01,3.43,,,2015,Oceania
French Polynesia,PYF,2021-03-02,3.57,,,2015,Oceania
French Polynesia,PYF,2021-03-09,4.39,,,2015,Oceania
French Polynesia,PYF,2021-03-16,6.72,,,2015,Oceania
French Polynesia,PYF,2021-03-23,8.49,,,2015,Oceania
French Polynesia,PYF,2021-03-30,10.65,,,2015,Oceania
French Polynesia,PYF,2021-04-07,12.35,,,2015,Oceania
French Polynesia,PYF,2021-04-13,15.71,,,2015,Oceania
French Polynesia,PYF,2021-04-20,18.24,,,2015,Oceania
French Polynesia,PYF,2021-04-27,22.01,,,2015,Oceania
French Polynesia,PYF,2021-05-04,25.36,,,2015,Oceania
French Polynesia,PYF,2021-05-11,28.74,,,2015,Oceania
French Polynesia,PYF,2021-05-18,30.35,,,2015,Oceania
French Polynesia,PYF,2021-05-25,33.82,,,2015,Oceania
French Polynesia,PYF,2021-06-01,36.54,,,2015,Oceania
French Polynesia,PYF,2021-06-08,40.96,,,2015,Oceania
French Polynesia,PYF,2021-06-15,42.26,,,2015,Oceania
French Polynesia,PYF,2021-06-21,44.41,,,2015,Oceania
French Polynesia,PYF,2021-06-29,46.91,,,2015,Oceania
French Polynesia,PYF,2021-07-13,50.09,,,2015,Oceania
French Polynesia,PYF,2021-07-20,52.5,,,2015,Oceania
French Polynesia,PYF,2021-07-27,54.52,,,2015,Oceania
French Polynesia,PYF,2021-08-02,57.15,,,2015,Oceania
French Polynesia,PYF,2021-08-09,61.63,,,2015,Oceania
French Polynesia,PYF,2021-08-16,67.28,,,2015,Oceania
French Polynesia,PYF,2021-08-23,74.11,,,2015,Oceania
French Polynesia,PYF,2021-08-31,83.22,,,2015,Oceania
French Polynesia,PYF,2021-09-07,91.06,,,2015,Oceania
French Polynesia,PYF,2021-09-14,95.98,,,2015,Oceania
French Polynesia,PYF,2021-09-21,99.87,,,2015,Oceania
French Polynesia,PYF,2021-09-28,102.92,,,2015,Oceania
French Polynesia,PYF,2021-10-05,104.4,,,2015,Oceania
French Polynesia,PYF,2021-10-12,105.54,,,2015,Oceania
French Polynesia,PYF,2021-10-18,107.06,,,2015,Oceania
French Polynesia,PYF,2021-10-25,107.47,,,2015,Oceania
French Polynesia,PYF,2021-11-01,107.78,,,2015,Oceania
French Polynesia,PYF,2021-11-15,110.72,,,2015,Oceania
French Polynesia,PYF,2021-11-22,111.34,,,2015,Oceania
French Polynesia,PYF,2021-11-30,112.83,,,2015,Oceania
French Polynesia,PYF,2021-12-06,113.61,,,2015,Oceania
French Polynesia,PYF,2021-12-13,114.9,,,2015,Oceania
French Polynesia,PYF,2021-12-20,116.48,,,2015,Oceania
French Polynesia,PYF,2022-01-04,117.82,,,2015,Oceania
French Polynesia,PYF,2022-01-18,121.4,,,2015,Oceania
French Polynesia,PYF,2022-02-07,122.93,,,2015,Oceania
French Polynesia,PYF,2022-02-14,123.45,,,2015,Oceania
French Polynesia,PYF,2022-02-21,123.66,,,2015,Oceania
French Polynesia,PYF,2022-02-28,128.8,,,2015,Oceania
French Polynesia,PYF,2022-03-07,129.12,,,2015,Oceania
French Polynesia,PYF,2022-03-14,129.83,,,2015,Oceania
French Polynesia,PYF,2022-03-21,129.89,,,2015,Oceania
French Polynesia,PYF,2022-03-28,129.92,,,2015,Oceania
French Polynesia,PYF,2022-04-04,159.77,,,2015,Oceania
French Polynesia,PYF,2022-04-11,159.8,,,2015,Oceania
French Polynesia,PYF,2022-04-18,159.83,,,2015,Oceania
French Southern Territories,ATF,2020-01-21,,,,2015,Antarctica
Gabon,GAB,2021-03-22,0,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-03-31,0.01,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-02,0.11,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-09,0.17,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-14,0.22,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-16,0.25,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-19,0.29,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-21,0.34,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-23,0.39,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-04-30,0.47,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-05-05,0.54,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-05-17,0.76,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-05-29,0.99,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-05,1.03,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-09,1.3,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-11,1.41,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-12,1.47,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-23,2.17,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-06-30,2.49,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-07-05,2.82,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-07-12,3.17,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-07-19,3.62,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-07-24,3.83,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-03,4.4,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-05,4.56,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-09,4.89,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-12,5.29,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-20,5.61,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-08-25,5.74,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-09-03,6.43,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-09-16,7.52,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-09-22,7.78,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-09-30,7.91,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-10-07,8.18,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-10-14,9.06,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-10-21,9.55,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-10-29,9.8,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-01,10.02,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-04,10.2,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-08,10.71,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-10,10.9,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-15,11.28,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-22,12,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-11-24,12.2,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-12-04,14.42,16562.4133558094,2017,2015,Africa
Gabon,GAB,2021-12-13,17.24,16562.4133558094,2017,2015,Africa
Gabon,GAB,2022-01-16,21.91,16562.4133558094,2017,2015,Africa
Gabon,GAB,2022-02-09,23.94,16562.4133558094,2017,2015,Africa
Gabon,GAB,2022-03-17,24.09,16562.4133558094,2017,2015,Africa
